entry_ts,entry,exit_ts,exit,reason,bars,rr
2025-09-15T14:10:53.007415,64987.812254645614,2025-09-15T14:55:53.007415,65065.70635334705,sl,4,-1.0
2025-09-15T16:40:53.007415,65420.56523920821,2025-09-15T16:40:53.007415,65420.56523920821,sl,1,-1.0
2025-09-16T18:10:53.007415,64469.290562246366,2025-09-16T19:10:53.007415,64423.706825344336,sl,5,-1.0
2025-09-17T00:40:53.007415,65201.93533463925,2025-09-17T00:55:53.007415,65271.71833956549,sl,2,-1.0
2025-09-17T05:40:53.007415,65965.00881831151,2025-09-17T06:55:53.007415,66309.67064213185,tp1,6,1.2
2025-09-17T08:10:53.007415,66542.67002821955,2025-09-17T08:40:53.007415,66816.45843735088,sl,3,-1.0
2025-09-18T01:10:53.007415,66647.631347667,2025-09-18T02:25:53.007415,66864.8238809365,tp1,6,1.2
2025-09-18T03:25:53.007415,67236.01856532117,2025-09-18T03:25:53.007415,67236.01856532117,sl,1,-1.0
2025-09-18T04:40:53.007415,67434.52041006288,2025-09-18T04:55:53.007415,67154.48666903315,tp1,2,1.2
2025-09-18T05:40:53.007415,68533.50963541472,2025-09-18T06:25:53.007415,68973.00107748777,tp1,4,1.2
2025-09-18T06:40:53.007415,69400.01110342759,2025-09-18T06:55:53.007415,69773.85796520625,tp1,2,1.2
2025-09-18T07:10:53.007415,70085.11809900664,2025-09-18T08:40:53.007415,70554.41751397973,tp1,7,1.2
2025-09-18T08:55:53.007415,71073.9155974753,2025-09-18T08:55:53.007415,71073.9155974753,sl,1,-1.0
2025-09-18T09:10:53.007415,70755.39041072292,2025-09-18T09:25:53.007415,70466.38269406438,sl,2,-1.0
2025-09-18T10:25:53.007415,70844.12085521064,2025-09-18T10:55:53.007415,71022.52261098652,sl,3,-1.0
2025-09-18T12:55:53.007415,71700.08757133197,2025-09-18T13:40:53.007415,71974.91660845224,tp1,4,1.2
2025-09-18T13:55:53.007415,72595.04263295636,2025-09-18T13:55:53.007415,72595.04263295636,sl,1,-1.0
2025-09-20T11:40:53.007415,60661.23682974679,2025-09-20T12:55:53.007415,60520.047229757365,sl,6,-1.0
2025-09-20T15:40:53.007415,60755.53784452409,2025-09-20T16:10:53.007415,60730.44872823406,sl,3,-1.0
2025-09-20T18:40:53.007415,61178.37471699106,2025-09-20T18:40:53.007415,61178.37471699106,tp1,1,1.2
2025-09-20T18:55:53.007415,61417.22936306093,2025-09-20T19:25:53.007415,61567.25983170228,tp1,3,1.2
2025-09-20T19:40:53.007415,61958.05952209925,2025-09-20T19:55:53.007415,61551.37382143769,sl,2,-1.0
2025-09-21T02:25:53.007415,62188.06849830569,2025-09-21T03:10:53.007415,62226.790173042806,sl,4,-1.0
2025-09-21T03:55:53.007415,62680.48717045138,2025-09-21T04:10:53.007415,62562.27323957916,sl,2,-1.0
2025-09-21T05:55:53.007415,63179.33464332134,2025-09-21T06:40:53.007415,63474.669457203505,tp1,4,1.2
2025-09-21T06:55:53.007415,64001.70425976968,2025-09-21T06:55:53.007415,64001.70425976968,tp1,1,1.2
2025-09-21T07:10:53.007415,65016.78944485695,2025-09-21T07:25:53.007415,64658.061248792976,sl,2,-1.0
2025-09-22T00:40:53.007415,60341.98458172247,2025-09-22T01:25:53.007415,60172.88986409041,tp1,4,1.2
2025-09-22T01:55:53.007415,60760.87068751641,2025-09-22T01:55:53.007415,60760.87068751641,tp1,1,1.2
2025-09-22T02:10:53.007415,61059.202670576386,2025-09-22T03:40:53.007415,60840.21748015483,sl,7,-1.0
2025-09-22T15:10:53.007415,61074.77899695526,2025-09-22T15:10:53.007415,61074.77899695526,sl,1,-1.0
2025-09-22T21:55:53.007415,61292.39366748663,2025-09-22T21:55:53.007415,61292.39366748663,tp1,1,1.2
2025-09-22T22:10:53.007415,61571.67358911789,2025-09-22T22:40:53.007415,61775.843275405554,tp1,3,1.2
2025-09-22T22:55:53.007415,62288.07612998061,2025-09-22T23:40:53.007415,62048.02377273851,sl,4,-1.0
2025-09-24T02:40:53.007415,57298.16193620028,2025-09-24T02:40:53.007415,57298.16193620028,sl,1,-1.0
2025-09-24T03:55:53.007415,57543.18180498518,2025-09-24T04:10:53.007415,57522.5508410657,sl,2,-1.0
2025-09-24T06:10:53.007415,57859.52491430475,2025-09-24T06:10:53.007415,57859.52491430475,sl,1,-1.0
2025-09-26T07:10:53.007415,51157.488635998256,2025-09-26T07:10:53.007415,51157.488635998256,tp1,1,1.2
2025-09-26T08:55:53.007415,51495.89756339467,2025-09-26T09:10:53.007415,51584.26078564423,tp1,2,1.2
2025-09-26T09:25:53.007415,51920.54293022125,2025-09-26T09:25:53.007415,51920.54293022125,tp1,1,1.2
2025-09-26T09:40:53.007415,52261.916757766805,2025-09-26T09:55:53.007415,52409.352943202044,tp1,2,1.2
2025-09-26T10:10:53.007415,52636.233784839,2025-09-26T11:55:53.007415,52553.69073054652,timeout,8,0.0
2025-09-27T00:40:53.007415,52103.120165501925,2025-09-27T01:40:53.007415,51977.88159665937,sl,5,-1.0
2025-09-27T05:10:53.007415,52329.841178213646,2025-09-27T05:25:53.007415,52554.68919153554,tp1,2,1.2
2025-09-27T05:40:53.007415,52789.29972288421,2025-09-27T05:40:53.007415,52789.29972288421,sl,1,-1.0
2025-09-27T14:10:53.007415,53139.50871682706,2025-09-27T14:55:53.007415,52989.31438473702,sl,4,-1.0
2025-09-27T17:55:53.007415,53465.37947871386,2025-09-27T17:55:53.007415,53465.37947871386,tp1,1,1.2
2025-09-27T18:10:53.007415,53907.82324294327,2025-09-27T18:10:53.007415,53907.82324294327,tp1,1,1.2
2025-09-27T18:25:53.007415,54266.76671832914,2025-09-27T18:40:53.007415,53975.85842963107,sl,2,-1.0
2025-09-28T07:25:53.007415,52744.09297876006,2025-09-28T07:40:53.007415,52666.217207546426,sl,2,-1.0
2025-09-28T20:10:53.007415,52884.71458702588,2025-09-28T20:25:53.007415,52761.99071642249,tp1,2,1.2
2025-09-28T20:40:53.007415,53019.27644862018,2025-09-28T22:25:53.007415,53256.479491247825,timeout,8,0.0
2025-09-28T22:40:53.007415,53897.786559475826,2025-09-28T22:40:53.007415,53897.786559475826,tp1,1,1.2
2025-09-28T22:55:53.007415,54222.3203976039,2025-09-28T22:55:53.007415,54222.3203976039,tp1,1,1.2
2025-09-28T23:10:53.007415,54423.709387103205,2025-09-28T23:40:53.007415,54739.26710236302,tp1,3,1.2
2025-09-28T23:55:53.007415,54886.51430118585,2025-09-29T00:40:53.007415,54804.65926961515,sl,4,-1.0
2025-09-30T09:40:53.007415,51327.18591632632,2025-09-30T11:10:53.007415,51087.37226549872,sl,7,-1.0
2025-10-01T01:40:53.007415,50999.88024260613,2025-10-01T01:55:53.007415,51082.817045120275,tp1,2,1.2
2025-10-01T02:10:53.007415,51237.95344049985,2025-10-01T02:25:53.007415,51605.37754802218,tp1,2,1.2
2025-10-01T02:40:53.007415,51725.97775095268,2025-10-01T03:25:53.007415,51557.51512612153,sl,4,-1.0
2025-10-01T05:55:53.007415,51974.643397058266,2025-10-01T05:55:53.007415,51974.643397058266,tp1,1,1.2
2025-10-01T06:10:53.007415,52235.213890986815,2025-10-01T06:10:53.007415,52235.213890986815,sl,1,-1.0
2025-10-01T10:10:53.007415,53015.59320592224,2025-10-01T10:10:53.007415,53015.59320592224,sl,1,-1.0
2025-10-01T14:10:53.007415,53289.260095768965,2025-10-01T14:25:53.007415,53272.99462430969,sl,2,-1.0
2025-10-01T20:55:53.007415,53473.41981868016,2025-10-01T21:55:53.007415,53248.900407766196,sl,5,-1.0
2025-10-02T06:40:53.007415,54763.940963525274,2025-10-02T07:25:53.007415,55140.94047704239,tp1,4,1.2
2025-10-02T07:40:53.007415,55284.05763454006,2025-10-02T07:40:53.007415,55284.05763454006,sl,1,-1.0
2025-10-02T08:55:53.007415,55093.72189063955,2025-10-02T08:55:53.007415,55093.72189063955,sl,1,-1.0
2025-10-02T17:25:53.007415,55313.87890956706,2025-10-02T17:25:53.007415,55313.87890956706,sl,1,-1.0
2025-10-02T19:40:53.007415,55917.04885992676,2025-10-02T19:55:53.007415,55723.132820548286,sl,2,-1.0
2025-10-03T11:10:53.007415,56339.13209708401,2025-10-03T11:55:53.007415,56112.42102976241,sl,4,-1.0
2025-10-03T12:55:53.007415,56742.17939097583,2025-10-03T13:10:53.007415,56695.60943437695,sl,2,-1.0
2025-10-04T01:10:53.007415,55485.69323997314,2025-10-04T01:10:53.007415,55485.69323997314,sl,1,-1.0
2025-10-04T01:25:53.007415,55350.87238276295,2025-10-04T01:40:53.007415,55072.493996925914,sl,2,-1.0
2025-10-04T06:55:53.007415,55813.917194447735,2025-10-04T06:55:53.007415,55813.917194447735,tp1,1,1.2
2025-10-04T07:10:53.007415,56323.947144030244,2025-10-04T08:10:53.007415,56205.01017012914,tp1,5,1.2
2025-10-04T08:25:53.007415,56791.853999630956,2025-10-04T08:25:53.007415,56791.853999630956,sl,1,-1.0
2025-10-04T09:25:53.007415,57045.73767338193,2025-10-04T09:40:53.007415,57022.35042790285,sl,2,-1.0
2025-10-04T10:10:53.007415,57006.74631720175,2025-10-04T10:10:53.007415,57006.74631720175,tp1,1,1.2
2025-10-04T10:40:53.007415,57482.70515173803,2025-10-04T11:10:53.007415,57317.97521918641,sl,3,-1.0
2025-10-04T22:10:53.007415,57826.650835781,2025-10-04T22:40:53.007415,57536.65332226759,sl,3,-1.0
2025-10-05T00:25:53.007415,58167.03673398833,2025-10-05T00:55:53.007415,58027.1273480601,sl,3,-1.0
2025-10-05T01:10:53.007415,58281.83708272956,2025-10-05T01:55:53.007415,58701.33534664426,tp1,4,1.2
2025-10-06T21:40:53.007415,51783.85867295849,2025-10-06T22:25:53.007415,51947.12631250222,sl,4,-1.0
2025-10-07T01:10:53.007415,52144.9701024845,2025-10-07T01:10:53.007415,52144.9701024845,sl,1,-1.0
2025-10-07T13:10:53.007415,52101.091785100834,2025-10-07T13:40:53.007415,51964.963397743726,sl,3,-1.0
2025-10-07T14:55:53.007415,52420.801692316585,2025-10-07T14:55:53.007415,52420.801692316585,sl,1,-1.0
2025-10-07T19:25:53.007415,52985.576403242856,2025-10-07T20:10:53.007415,52808.24091575057,sl,4,-1.0
2025-10-08T06:25:53.007415,53123.14040342759,2025-10-08T06:25:53.007415,53123.14040342759,tp1,1,1.2
2025-10-08T06:40:53.007415,53404.3227976601,2025-10-08T06:55:53.007415,53434.53851962891,sl,2,-1.0
2025-10-08T12:40:53.007415,53315.673043503004,2025-10-08T12:40:53.007415,53315.673043503004,sl,1,-1.0
2025-10-10T02:25:53.007415,50611.11027802832,2025-10-10T02:25:53.007415,50611.11027802832,sl,1,-1.0
2025-10-10T08:25:53.007415,51238.636416263274,2025-10-10T08:55:53.007415,51089.06067989089,sl,3,-1.0
2025-10-11T21:25:53.007415,43887.63879602774,2025-10-11T21:25:53.007415,43887.63879602774,sl,1,-1.0
2025-10-11T21:55:53.007415,44178.2473096574,2025-10-11T23:10:53.007415,44420.369093508605,tp1,6,1.2
2025-10-11T23:40:53.007415,44776.62882651401,2025-10-12T01:10:53.007415,44657.412129748285,sl,7,-1.0
2025-10-12T03:10:53.007415,45813.39499959864,2025-10-12T03:25:53.007415,45907.97984839572,tp1,2,1.2
2025-10-12T03:55:53.007415,46150.565330772224,2025-10-12T05:40:53.007415,45981.22356868785,timeout,8,0.0
2025-10-12T06:25:53.007415,46353.10469316353,2025-10-12T06:25:53.007415,46353.10469316353,tp1,1,1.2
2025-10-12T06:40:53.007415,46624.88409465717,2025-10-12T06:40:53.007415,46624.88409465717,sl,1,-1.0
2025-10-12T07:10:53.007415,46458.81214628204,2025-10-12T07:10:53.007415,46458.81214628204,sl,1,-1.0
2025-10-12T12:25:53.007415,46337.82437645745,2025-10-12T12:55:53.007415,46497.51470107702,tp1,3,1.2
2025-10-12T13:10:53.007415,47081.566263110755,2025-10-12T14:10:53.007415,47239.98223388186,sl,5,-1.0
2025-10-12T21:40:53.007415,47547.139753161406,2025-10-12T21:55:53.007415,47795.72383440488,tp1,2,1.2
2025-10-12T22:10:53.007415,48431.88776499389,2025-10-12T23:10:53.007415,48694.603410348114,tp1,5,1.2
2025-10-12T23:25:53.007415,49280.87857257538,2025-10-13T00:55:53.007415,49441.53250774799,tp1,7,1.2
2025-10-13T01:10:53.007415,49588.979850593794,2025-10-13T01:10:53.007415,49588.979850593794,sl,1,-1.0
2025-10-13T02:10:53.007415,49813.344009356144,2025-10-13T02:10:53.007415,49813.344009356144,sl,1,-1.0
2025-10-14T07:10:53.007415,49819.53514824954,2025-10-14T07:25:53.007415,49556.3930497709,sl,2,-1.0
2025-10-14T15:40:53.007415,48952.05648182051,2025-10-14T15:55:53.007415,48876.71768577379,sl,2,-1.0
2025-10-15T02:40:53.007415,48988.48489732222,2025-10-15T03:10:53.007415,49030.3088236889,tp1,3,1.2
2025-10-15T03:25:53.007415,49217.0707355025,2025-10-15T03:25:53.007415,49217.0707355025,sl,1,-1.0
2025-10-15T14:25:53.007415,49472.045957721624,2025-10-15T14:25:53.007415,49472.045957721624,tp1,1,1.2
2025-10-15T14:40:53.007415,50052.031219953766,2025-10-15T15:25:53.007415,50147.02494703553,tp1,4,1.2
2025-10-15T15:40:53.007415,50461.29787593365,2025-10-15T16:55:53.007415,50233.74637503103,sl,6,-1.0
2025-10-15T17:55:53.007415,50657.161089561094,2025-10-15T17:55:53.007415,50657.161089561094,tp1,1,1.2
2025-10-15T18:10:53.007415,50996.107411583354,2025-10-15T18:10:53.007415,50996.107411583354,sl,1,-1.0
2025-10-16T06:10:53.007415,50604.473026399544,2025-10-16T06:25:53.007415,50627.81485783297,tp1,2,1.2
2025-10-16T06:40:53.007415,51153.79005575118,2025-10-16T06:40:53.007415,51153.79005575118,sl,1,-1.0
2025-10-16T08:10:53.007415,51080.324957631834,2025-10-16T08:10:53.007415,51080.324957631834,sl,1,-1.0
2025-10-17T11:55:53.007415,45562.0738900009,2025-10-17T13:10:53.007415,45590.0847970597,sl,6,-1.0
2025-10-17T14:25:53.007415,45883.912145074755,2025-10-17T14:25:53.007415,45883.912145074755,sl,1,-1.0
2025-10-17T15:25:53.007415,46507.06688016683,2025-10-17T15:25:53.007415,46507.06688016683,sl,1,-1.0
2025-10-17T16:40:53.007415,46543.438023530434,2025-10-17T16:55:53.007415,46581.67961829246,sl,2,-1.0
2025-10-17T20:40:53.007415,46753.52527843147,2025-10-17T20:55:53.007415,47051.660769389266,tp1,2,1.2
2025-10-17T21:25:53.007415,47092.08441072185,2025-10-17T22:10:53.007415,46923.86541267414,sl,4,-1.0
2025-10-18T03:55:53.007415,46128.79795390104,2025-10-18T04:10:53.007415,46088.82637566917,tp1,2,1.2
2025-10-18T04:40:53.007415,46432.12233752084,2025-10-18T04:55:53.007415,46600.95681810165,tp1,2,1.2
2025-10-18T05:10:53.007415,46949.32515173872,2025-10-18T05:25:53.007415,46908.61360111595,sl,2,-1.0
2025-10-18T05:40:53.007415,46964.5260856333,2025-10-18T06:25:53.007415,46937.863110972685,tp1,4,1.2
2025-10-18T06:40:53.007415,47445.49775615356,2025-10-18T08:10:53.007415,47349.4801901335,sl,7,-1.0
2025-10-18T17:55:53.007415,47596.94144225823,2025-10-18T17:55:53.007415,47596.94144225823,sl,1,-1.0
2025-10-19T19:25:53.007415,45329.95085922414,2025-10-19T19:40:53.007415,45463.282875614765,tp1,2,1.2
2025-10-19T19:55:53.007415,45714.78137182315,2025-10-19T20:10:53.007415,45795.55249929207,sl,2,-1.0
2025-10-20T00:10:53.007415,46635.18752833271,2025-10-20T00:10:53.007415,46635.18752833271,sl,1,-1.0
2025-10-20T08:10:53.007415,45379.61077510757,2025-10-20T08:25:53.007415,45391.755425913805,sl,2,-1.0
2025-10-20T11:40:53.007415,45417.551484758034,2025-10-20T12:25:53.007415,45298.96302467712,sl,4,-1.0
2025-10-20T14:40:53.007415,45806.48829536003,2025-10-20T14:40:53.007415,45806.48829536003,tp1,1,1.2
2025-10-20T14:55:53.007415,46171.199145261526,2025-10-20T15:10:53.007415,46110.68583802191,tp1,2,1.2
2025-10-20T15:25:53.007415,46399.039681664115,2025-10-20T15:40:53.007415,46183.52708607395,sl,2,-1.0
2025-10-21T03:40:53.007415,44079.955654351514,2025-10-21T03:55:53.007415,43865.375972158094,sl,2,-1.0
2025-10-21T07:25:53.007415,44247.451417978344,2025-10-21T07:55:53.007415,44481.78355210961,tp1,3,1.2
2025-10-21T08:10:53.007415,44729.72468051108,2025-10-21T08:25:53.007415,44553.93871185384,sl,2,-1.0
2025-10-22T10:55:53.007415,42926.737454414666,2025-10-22T10:55:53.007415,42926.737454414666,tp1,1,1.2
2025-10-22T11:10:53.007415,43220.60940221332,2025-10-22T11:40:53.007415,43303.9182418436,tp1,3,1.2
2025-10-22T11:55:53.007415,43525.252398777404,2025-10-22T11:55:53.007415,43525.252398777404,tp1,1,1.2
2025-10-22T12:10:53.007415,43869.157502664384,2025-10-22T12:10:53.007415,43869.157502664384,sl,1,-1.0
2025-10-22T17:40:53.007415,43944.01953945609,2025-10-22T17:40:53.007415,43944.01953945609,sl,1,-1.0
2025-10-22T19:10:53.007415,44362.79434662803,2025-10-22T19:10:53.007415,44362.79434662803,tp1,1,1.2
2025-10-22T19:25:53.007415,44667.44555519825,2025-10-22T19:25:53.007415,44667.44555519825,tp1,1,1.2
2025-10-22T19:40:53.007415,44972.651881882855,2025-10-22T20:10:53.007415,45372.3076680872,tp1,3,1.2
2025-10-22T20:25:53.007415,45384.14645721081,2025-10-22T20:40:53.007415,45586.74516352314,tp1,2,1.2
2025-10-22T20:55:53.007415,45758.169776899726,2025-10-22T22:25:53.007415,45910.72853750912,tp1,7,1.2
2025-10-22T22:40:53.007415,46385.6080537217,2025-10-22T22:40:53.007415,46385.6080537217,sl,1,-1.0
2025-10-22T23:40:53.007415,46167.46218375253,2025-10-23T00:10:53.007415,46340.73680467608,sl,3,-1.0
2025-10-23T08:55:53.007415,45464.93170403571,2025-10-23T09:40:53.007415,45396.92982554294,sl,4,-1.0
2025-10-23T13:25:53.007415,46214.32944617641,2025-10-23T13:40:53.007415,46298.1914420076,tp1,2,1.2
2025-10-23T13:55:53.007415,46590.67311993374,2025-10-23T14:10:53.007415,46413.77408216105,sl,2,-1.0
2025-10-24T13:40:53.007415,44535.49003340432,2025-10-24T13:40:53.007415,44535.49003340432,sl,1,-1.0
2025-10-25T04:40:53.007415,45096.86920103279,2025-10-25T05:10:53.007415,44957.76519118099,sl,3,-1.0
2025-10-25T10:40:53.007415,45701.48156786454,2025-10-25T11:10:53.007415,45801.689258507344,tp1,3,1.2
2025-10-25T11:25:53.007415,46117.5600587129,2025-10-25T12:55:53.007415,46028.30560539889,sl,7,-1.0
2025-10-25T14:10:53.007415,46194.10501795725,2025-10-25T14:25:53.007415,46036.14050515854,sl,2,-1.0
2025-10-25T16:10:53.007415,46555.854957135954,2025-10-25T16:25:53.007415,46551.39862442179,tp1,2,1.2
2025-10-25T16:40:53.007415,46846.9326039597,2025-10-25T17:25:53.007415,47109.4178404179,tp1,4,1.2
2025-10-25T17:40:53.007415,47317.508920259235,2025-10-25T17:55:53.007415,47318.55863816902,sl,2,-1.0
2025-10-26T04:40:53.007415,45896.445809380755,2025-10-26T04:40:53.007415,45896.445809380755,tp1,1,1.2
2025-10-26T04:55:53.007415,46221.262777632786,2025-10-26T05:55:53.007415,45954.17941339918,sl,5,-1.0
2025-10-26T06:25:53.007415,46245.74855438077,2025-10-26T06:25:53.007415,46245.74855438077,sl,1,-1.0
2025-10-26T07:10:53.007415,46412.69642231128,2025-10-26T07:25:53.007415,46206.23408159789,sl,2,-1.0
2025-10-26T13:10:53.007415,47179.191313715644,2025-10-26T13:25:53.007415,47073.192299187205,sl,2,-1.0
2025-10-26T16:10:53.007415,47180.3448260937,2025-10-26T16:40:53.007415,47503.69463108352,tp1,3,1.2
2025-10-26T16:55:53.007415,47602.35355362768,2025-10-26T17:25:53.007415,47348.268730159674,sl,3,-1.0
2025-10-26T19:10:53.007415,48004.058774462486,2025-10-26T19:25:53.007415,48027.58254384746,sl,2,-1.0
2025-10-26T21:25:53.007415,48020.47994516378,2025-10-26T23:10:53.007415,48091.88191319788,timeout,8,0.0
2025-10-28T10:55:53.007415,46434.11247776835,2025-10-28T11:10:53.007415,46518.18284063838,tp1,2,1.2
2025-10-28T11:25:53.007415,46968.771717019314,2025-10-28T11:25:53.007415,46968.771717019314,sl,1,-1.0
2025-10-29T08:10:53.007415,44691.56767881056,2025-10-29T08:25:53.007415,44602.6799466844,sl,2,-1.0
2025-10-29T15:55:53.007415,44376.09234870513,2025-10-29T15:55:53.007415,44376.09234870513,sl,1,-1.0
2025-10-29T23:25:53.007415,43616.81156421293,2025-10-30T00:25:53.007415,43832.88185084207,tp1,5,1.2
2025-10-30T00:40:53.007415,44032.729771414684,2025-10-30T00:40:53.007415,44032.729771414684,sl,1,-1.0
2025-10-30T02:10:53.007415,43998.43260407793,2025-10-30T02:40:53.007415,43836.85382730694,sl,3,-1.0
2025-10-30T06:40:53.007415,44381.905400094336,2025-10-30T06:40:53.007415,44381.905400094336,sl,1,-1.0
2025-10-30T11:40:53.007415,44684.924203641305,2025-10-30T11:40:53.007415,44684.924203641305,sl,1,-1.0
2025-10-30T12:10:53.007415,44828.689482237045,2025-10-30T12:40:53.007415,45067.25570554121,tp1,3,1.2
2025-10-30T12:55:53.007415,45385.412703946546,2025-10-30T13:25:53.007415,45471.39795545534,tp1,3,1.2
2025-10-30T13:40:53.007415,45660.110449835236,2025-10-30T14:25:53.007415,45549.16070271391,sl,4,-1.0
2025-10-30T14:55:53.007415,45865.872537609874,2025-10-30T14:55:53.007415,45865.872537609874,sl,1,-1.0
2025-10-30T17:10:53.007415,46577.46382059211,2025-10-30T17:10:53.007415,46577.46382059211,sl,1,-1.0
2025-10-30T18:10:53.007415,46832.82030927943,2025-10-30T18:25:53.007415,46789.65081618451,sl,2,-1.0
2025-10-30T18:55:53.007415,46834.82062532342,2025-10-30T19:10:53.007415,47030.53268266921,tp1,2,1.2
2025-10-30T19:25:53.007415,47176.908969115066,2025-10-30T19:25:53.007415,47176.908969115066,tp1,1,1.2
2025-10-30T19:40:53.007415,47426.960242194815,2025-10-30T19:55:53.007415,47190.09341349018,sl,2,-1.0
2025-10-30T21:25:53.007415,47729.655564196546,2025-10-30T23:10:53.007415,47978.721579078534,timeout,8,0.0
2025-10-31T08:40:53.007415,47381.610069527786,2025-10-31T08:40:53.007415,47381.610069527786,sl,1,-1.0
2025-10-31T12:40:53.007415,47571.780707948245,2025-10-31T12:40:53.007415,47571.780707948245,tp1,1,1.2
2025-10-31T14:10:53.007415,47994.58592292989,2025-10-31T15:10:53.007415,47915.35963162875,sl,5,-1.0
2025-10-31T19:40:53.007415,48207.77581447896,2025-10-31T21:10:53.007415,48404.959653519705,tp1,7,1.2
2025-10-31T22:55:53.007415,48602.8222469281,2025-10-31T22:55:53.007415,48602.8222469281,tp1,1,1.2
2025-11-01T00:25:53.007415,48886.53986078531,2025-11-01T00:40:53.007415,48599.53024809407,sl,2,-1.0
2025-11-01T11:25:53.007415,48665.96784356392,2025-11-01T11:25:53.007415,48665.96784356392,sl,1,-1.0
2025-11-01T16:55:53.007415,49878.662731890334,2025-11-01T18:40:53.007415,49938.98471354398,timeout,8,0.0
2025-11-01T20:10:53.007415,50597.88631397922,2025-11-01T21:55:53.007415,50534.31791726558,timeout,8,0.0
2025-11-02T01:40:53.007415,51046.09809391246,2025-11-02T02:10:53.007415,51106.688107497146,tp1,3,1.2
2025-11-02T02:25:53.007415,51676.490797667866,2025-11-02T03:10:53.007415,51986.40538642371,tp1,4,1.2
2025-11-02T03:25:53.007415,52531.6849661971,2025-11-02T04:25:53.007415,52553.67164085491,tp1,5,1.2
2025-11-02T04:40:53.007415,52894.70730328177,2025-11-02T05:10:53.007415,53083.163189880106,tp1,3,1.2
2025-11-02T05:25:53.007415,53486.06752251624,2025-11-02T06:40:53.007415,53712.203262066294,tp1,6,1.2
2025-11-02T06:55:53.007415,53702.57476345611,2025-11-02T06:55:53.007415,53702.57476345611,sl,1,-1.0
2025-11-02T07:10:53.007415,53606.61188258879,2025-11-02T07:10:53.007415,53606.61188258879,tp1,1,1.2
2025-11-02T07:25:53.007415,53972.437884218234,2025-11-02T07:40:53.007415,53780.04610267896,sl,2,-1.0
2025-11-02T08:25:53.007415,54430.23310947097,2025-11-02T08:25:53.007415,54430.23310947097,sl,1,-1.0
2025-11-03T03:40:53.007415,51733.951988439345,2025-11-03T03:40:53.007415,51733.951988439345,tp1,1,1.2
2025-11-03T03:55:53.007415,52039.84803530346,2025-11-03T04:25:53.007415,52207.014690712414,sl,3,-1.0
2025-11-03T21:25:53.007415,49517.735862585425,2025-11-03T23:10:53.007415,49269.01441856647,timeout,8,0.0
2025-11-03T23:55:53.007415,50338.228455500204,2025-11-03T23:55:53.007415,50338.228455500204,tp1,1,1.2
2025-11-04T00:10:53.007415,50533.80054353988,2025-11-04T00:25:53.007415,50475.02344993218,sl,2,-1.0
2025-11-04T04:25:53.007415,50560.87769161591,2025-11-04T04:40:53.007415,50728.6560648625,tp1,2,1.2
2025-11-04T04:55:53.007415,51260.63313484171,2025-11-04T04:55:53.007415,51260.63313484171,tp1,1,1.2
2025-11-04T05:10:53.007415,51831.28418266157,2025-11-04T05:25:53.007415,51857.109011837296,sl,2,-1.0
2025-11-05T02:10:53.007415,50842.45185674391,2025-11-05T02:10:53.007415,50842.45185674391,sl,1,-1.0
2025-11-05T05:25:53.007415,51047.00053225222,2025-11-05T05:25:53.007415,51047.00053225222,tp1,1,1.2
2025-11-05T05:55:53.007415,51658.365653399815,2025-11-05T06:25:53.007415,51886.83769774665,tp1,3,1.2
2025-11-05T06:40:53.007415,52269.2022436264,2025-11-05T06:55:53.007415,52148.992318952194,sl,2,-1.0
2025-11-05T07:10:53.007415,51966.06171552137,2025-11-05T07:40:53.007415,52228.758271479564,tp1,3,1.2
2025-11-05T07:55:53.007415,52442.39766960259,2025-11-05T07:55:53.007415,52442.39766960259,sl,1,-1.0
2025-11-05T08:25:53.007415,52577.14237261579,2025-11-05T08:55:53.007415,52349.62299172179,sl,3,-1.0
2025-11-05T09:40:53.007415,52896.18919911213,2025-11-05T09:40:53.007415,52896.18919911213,sl,1,-1.0
2025-11-05T10:10:53.007415,52909.221729692945,2025-11-05T10:25:53.007415,53117.98452930469,tp1,2,1.2
2025-11-05T10:55:53.007415,53301.814706817575,2025-11-05T10:55:53.007415,53301.814706817575,sl,1,-1.0
2025-11-05T14:40:53.007415,53673.40308508109,2025-11-05T14:55:53.007415,53869.97703005573,tp1,2,1.2
2025-11-05T15:10:53.007415,54153.16625378842,2025-11-05T15:40:53.007415,54005.86288149223,sl,3,-1.0
2025-11-05T17:10:53.007415,54379.28895828882,2025-11-05T17:10:53.007415,54379.28895828882,sl,1,-1.0
2025-11-05T23:40:53.007415,55040.472638119594,2025-11-06T00:40:53.007415,54837.52328635421,sl,5,-1.0
2025-11-06T07:10:53.007415,54914.3702115018,2025-11-06T07:40:53.007415,54979.21187238878,tp1,3,1.2
2025-11-06T07:55:53.007415,55304.96119638544,2025-11-06T08:25:53.007415,55441.996450873805,tp1,3,1.2
2025-11-06T08:40:53.007415,55822.42904787655,2025-11-06T08:40:53.007415,55822.42904787655,sl,1,-1.0
2025-11-07T22:55:53.007415,56438.5479365876,2025-11-07T23:55:53.007415,56849.86739156253,tp1,5,1.2
2025-11-08T00:10:53.007415,57119.34021410203,2025-11-08T00:25:53.007415,57184.59676711952,sl,2,-1.0
2025-11-08T01:40:53.007415,57169.91124623803,2025-11-08T01:40:53.007415,57169.91124623803,sl,1,-1.0
